string,path_id,path,language
"https://github.com/nodejs/node.git",21463,deps/npm/node_modules/request/node_modules/bl/node_modules/readable-stream/node_modules/core-util-is/README.md,
"https://github.com/nodejs/node.git",22422,deps/npm/node_modules/github-url-from-username-repo/README.md,
"https://github.com/nodejs/node.git",22750,deps/npm/node_modules/request/node_modules/stringstream/README.md,
"https://github.com/nodejs/node.git",22952,deps/http_parser/README.md,
"https://github.com/nodejs/node.git",22148,deps/npm/node_modules/columnify/node_modules/wcwidth.js/README.md,
"https://github.com/nodejs/node.git",23310,deps/npm/node_modules/request/node_modules/bl/node_modules/readable-stream/node_modules/isarray/README.md,
"https://github.com/nodejs/node.git",21246,benchmark/README.md,
"https://github.com/nodejs/node.git",23061,deps/npm/node_modules/request/node_modules/tough-cookie/node_modules/punycode/README.md,
"https://github.com/nodejs/node.git",24852,deps/npm/node_modules/sha/node_modules/readable-stream/node_modules/string_decoder/README.md,
"https://github.com/nodejs/node.git",24812,deps/npm/node_modules/graceful-fs/README.md,
"https://github.com/nodejs/node.git",24842,deps/npm/node_modules/nopt/README.md,
"https://github.com/nodejs/node.git",24870,deps/npm/node_modules/sha/node_modules/readable-stream/node_modules/isarray/README.md,
"https://github.com/nodejs/node.git",24872,deps/npm/node_modules/sha/README.md,
"https://github.com/nodejs/node.git",24794,deps/npm/node_modules/sha/node_modules/readable-stream/README.md,
"https://github.com/nodejs/node.git",24848,deps/npm/node_modules/columnify/node_modules/strip-ansi/readme.md,
"https://github.com/nodejs/node.git",24826,deps/npm/node_modules/npm-registry-client/README.md,
"https://github.com/nodejs/node.git",24849,deps/npm/node_modules/tar/README.md,
"https://github.com/nodejs/node.git",24824,deps/npm/node_modules/ansi/README.md,
"https://github.com/nodejs/node.git",24863,deps/npm/node_modules/sha/node_modules/readable-stream/node_modules/core-util-is/README.md,
"https://github.com/nodejs/node.git",24921,deps/npm/node_modules/npm-user-validate/README.md,
"https://github.com/nodejs/node.git",24952,deps/npm/test/tap/update-save/README.md,
"https://github.com/nodejs/node.git",24924,deps/npm/node_modules/char-spinner/README.md,
"https://github.com/nodejs/node.git",24935,deps/npm/node_modules/inflight/README.md,
"https://github.com/nodejs/node.git",24938,deps/npm/node_modules/minimatch/README.md,
"https://github.com/nodejs/node.git",24947,deps/npm/node_modules/npm-cache-filename/README.md,
"https://github.com/nodejs/node.git",25092,deps/npm/test/tap/install-cli/README.md,
"https://github.com/nodejs/node.git",25108,deps/npm/test/tap/install-save-prefix/README.md,
"https://github.com/nodejs/node.git",25288,deps/npm/test/tap/install-save-exact/README.md,
"https://github.com/nodejs/node.git",25285,deps/npm/node_modules/read-package-json/test/fixtures/readmes/README.md,
"https://github.com/nodejs/node.git",25292,deps/npm/node_modules/read-installed/node_modules/util-extend/README.md,
"https://github.com/nodejs/node.git",25265,deps/npm/node_modules/read-installed/README.md,
"https://github.com/nodejs/node.git",25287,deps/npm/node_modules/sorted-object/README.md,
"https://github.com/nodejs/node.git",25345,deps/npm/node_modules/npm-install-checks/README.md,
"https://github.com/nodejs/node.git",25344,deps/npm/node_modules/npm-registry-client/node_modules/couch-login/README.md,
"https://github.com/nodejs/node.git",25599,tools/blog/node_modules/glob/node_modules/inherits/README.md,
"https://github.com/nodejs/node.git",25504,tools/blog/node_modules/semver/README.md,
"https://github.com/nodejs/node.git",25403,doc/blog/README.md,
"https://github.com/nodejs/node.git",25686,tools/blog/node_modules/glob/README.md,
"https://github.com/nodejs/node.git",25410,tools/blog/node_modules/glob/node_modules/graceful-fs/README.md,
"https://github.com/nodejs/node.git",25515,tools/blog/node_modules/glob/node_modules/minimatch/node_modules/sigmund/README.md,
"https://github.com/nodejs/node.git",25369,tools/blog/README.md,
"https://github.com/nodejs/node.git",25401,tools/blog/node_modules/glob/node_modules/minimatch/README.md,
"https://github.com/nodejs/node.git",25379,tools/blog/node_modules/marked/README.md,
"https://github.com/nodejs/node.git",25553,tools/blog/node_modules/glob/node_modules/minimatch/node_modules/lru-cache/README.md,
"https://github.com/nodejs/node.git",25724,deps/npm/test/tap/scripts-whitespace-windows/README.md,
"https://github.com/nodejs/node.git",25720,deps/npm/test/tap/scripts-whitespace-windows/dep/README.md,
"https://github.com/nodejs/node.git",25779,deps/npm/node_modules/path-is-inside/README.md,
"https://github.com/nodejs/node.git",25841,deps/npm/node_modules/request/node_modules/aws-sign2/README.md,
"https://github.com/nodejs/node.git",25884,deps/npm/node_modules/ansistyles/README.md,
"https://github.com/nodejs/node.git",25853,deps/npm/test/disabled/outdated-depth-integer/README.md,
"https://github.com/nodejs/node.git",25895,deps/npm/node_modules/ansicolors/README.md,
"https://github.com/nodejs/node.git",25794,deps/npm/node_modules/request/node_modules/cookie-jar/README.md,
"https://github.com/nodejs/node.git",25886,deps/npm/node_modules/request/node_modules/aws-sign/README.md,
"https://github.com/nodejs/node.git",25874,deps/npm/node_modules/rimraf/README.md,
"https://github.com/nodejs/node.git",25800,deps/npm/test/tap/outdated-depth/README.md,
"https://github.com/nodejs/node.git",25801,deps/npm/test/tap/outdated-git/README.md,
"https://github.com/nodejs/node.git",25940,deps/npm/test/tap/outdated/README.md,
"https://github.com/nodejs/node.git",25996,deps/npm/node_modules/once/README.md,
"https://github.com/nodejs/node.git",26007,deps/npm/node_modules/request/node_modules/node-uuid/README.md,
"https://github.com/nodejs/node.git",26103,deps/npm/node_modules/request/node_modules/hawk/node_modules/sntp/node_modules/hoek/README.md,
"https://github.com/nodejs/node.git",26055,deps/npm/node_modules/request/node_modules/hawk/node_modules/boom/node_modules/hoek/README.md,
"https://github.com/nodejs/node.git",26095,deps/npm/node_modules/request/node_modules/json-stringify-safe/README.md,
"https://github.com/nodejs/node.git",26110,deps/npm/node_modules/request/node_modules/http-signature/README.md,
"https://github.com/nodejs/node.git",26139,deps/npm/node_modules/inherits/README.md,
"https://github.com/nodejs/node.git",26132,deps/npm/node_modules/read/README.md,
"https://github.com/nodejs/node.git",26145,deps/npm/node_modules/read-package-json/README.md,
"https://github.com/nodejs/node.git",26141,deps/npm/node_modules/glob/node_modules/inherits/README.md,
"https://github.com/nodejs/node.git",26133,deps/npm/node_modules/read/node_modules/mute-stream/README.md,
"https://github.com/nodejs/node.git",27589,deps/npm/node_modules/node-gyp/node_modules/request/node_modules/form-data/node_modules/async/README.md,
"https://github.com/nodejs/node.git",27626,deps/npm/node_modules/node-gyp/node_modules/request/node_modules/mime/README.md,
"https://github.com/nodejs/node.git",27630,deps/npm/node_modules/node-gyp/node_modules/request/README.md,
"https://github.com/nodejs/node.git",27648,deps/npm/node_modules/request/node_modules/hawk/node_modules/sntp/README.md,
"https://github.com/nodejs/node.git",27767,deps/npm/node_modules/child-process-close/README.md,
"https://github.com/nodejs/node.git",27657,deps/npm/node_modules/request/node_modules/hawk/node_modules/hoek/README.md,
"https://github.com/nodejs/node.git",27717,deps/npm/node_modules/request/node_modules/oauth-sign/README.md,
"https://github.com/nodejs/node.git",27755,deps/npm/node_modules/slide/README.md,
"https://github.com/nodejs/node.git",27709,deps/npm/node_modules/request/node_modules/forever-agent/README.md,
"https://github.com/nodejs/node.git",27658,deps/npm/node_modules/request/node_modules/http-signature/node_modules/asn1/README.md,
"https://github.com/nodejs/node.git",27741,deps/npm/node_modules/request/node_modules/http-signature/node_modules/assert-plus/README.md,
"https://github.com/nodejs/node.git",27665,deps/npm/node_modules/request/node_modules/tunnel-agent/README.md,
"https://github.com/nodejs/node.git",27720,deps/npm/node_modules/glob/README.md,
"https://github.com/nodejs/node.git",28211,deps/npm/node_modules/request/node_modules/hawk/node_modules/cryptiles/README.md,
"https://github.com/nodejs/node.git",28195,deps/npm/node_modules/request/node_modules/node-uuid/benchmark/README.md,
"https://github.com/nodejs/node.git",28174,deps/npm/node_modules/request/node_modules/hawk/node_modules/boom/README.md,
"https://github.com/nodejs/node.git",28235,deps/npm/node_modules/lru-cache/README.md,
"https://github.com/nodejs/node.git",29187,deps/npm/node_modules/chmodr/README.md,
"https://github.com/nodejs/node.git",29201,deps/npm/node_modules/ini/README.md,
"https://github.com/nodejs/node.git",29316,deps/npm/node_modules/minimatch/node_modules/sigmund/README.md,
"https://github.com/nodejs/node.git",29333,deps/npm/node_modules/couch-login/README.md,
"https://github.com/nodejs/node.git",29587,deps/npm/test/packages/npm-test-optional-deps/node_modules/sax/README.md,
"https://github.com/nodejs/node.git",29404,deps/npm/node_modules/opener/README.md,
"https://github.com/nodejs/node.git",29839,deps/npm/node_modules/node-uuid/README.md,
"https://github.com/nodejs/node.git",29846,deps/npm/node_modules/proto-list/README.md,
"https://github.com/nodejs/node.git",29852,deps/npm/node_modules/npmconf/README.md,
"https://github.com/nodejs/node.git",29871,deps/npm/node_modules/npmconf/node_modules/config-chain/node_modules/proto-list/README.md,
"https://github.com/nodejs/node.git",29904,deps/npm/node_modules/init-package-json/node_modules/promzard/README.md,
"https://github.com/nodejs/node.git",30847,test/gc/node_modules/weak/README.md,
"https://github.com/nodejs/node.git",31399,deps/npm/node_modules/init-package-json/README.md,
"https://github.com/nodejs/node.git",31385,deps/npm/node_modules/init-package-json/node_modules/promzard/example/npm-init/README.md,
"https://github.com/nodejs/node.git",31372,deps/npm/node_modules/npmlog/README.md,
"https://github.com/nodejs/node.git",31374,deps/npm/node_modules/osenv/README.md,
"https://github.com/nodejs/node.git",31350,deps/npm/node_modules/node-gyp/node_modules/glob/README.md,
"https://github.com/nodejs/node.git",31390,deps/npm/node_modules/node-gyp/node_modules/ansi/README.md,
"https://github.com/nodejs/node.git",31466,deps/npm/node_modules/fstream-npm/README.md,
"https://github.com/nodejs/node.git",31446,deps/npm/node_modules/node-gyp/node_modules/glob/node_modules/minimatch/README.md,
"https://github.com/nodejs/node.git",31451,deps/npm/node_modules/chownr/README.md,
"https://github.com/nodejs/node.git",31460,deps/npm/node_modules/fstream-npm/node_modules/fstream-ignore/README.md,
"https://github.com/nodejs/node.git",31455,deps/npm/node_modules/uid-number/README.md,
"https://github.com/nodejs/node.git",31468,deps/npm/node_modules/fast-list/README.md,
"https://github.com/nodejs/node.git",31554,tools/doc/node_modules/marked/README.md,
"https://github.com/nodejs/node.git",31534,tools/doc/README.md,
"https://github.com/nodejs/node.git",31618,deps/npm/node_modules/minimatch/node_modules/lru-cache/README.md,
"https://github.com/nodejs/node.git",31667,deps/npm/node_modules/node-uuid/benchmark/README.md,
"https://github.com/nodejs/node.git",31692,deps/npm/node_modules/tar/old/README.md,
"https://github.com/nodejs/node.git",31762,deps/npm/node_modules/fstream/README.md,
"https://github.com/nodejs/node.git",31760,deps/npm/node_modules/which/README.md,
"https://github.com/nodejs/node.git",31740,deps/npm/node_modules/block-stream/README.md,
"https://github.com/nodejs/node.git",31729,deps/npm/node_modules/abbrev/README.md,
"https://github.com/nodejs/node.git",36163,tools/node_modules/eslint/node_modules/semver/README.md,
"https://github.com/nodejs/node.git",36169,tools/node_modules/eslint/README.md,
"https://github.com/nodejs/node.git",36161,tools/node_modules/eslint/node_modules/parent-module/readme.md,
"https://github.com/nodejs/node.git",36288,tools/bootstrap/README.md,
"https://github.com/nodejs/node.git",36312,tools/node_modules/eslint/node_modules/inquirer/node_modules/strip-ansi/readme.md,
"https://github.com/nodejs/node.git",36317,tools/node_modules/eslint/node_modules/table/node_modules/strip-ansi/readme.md,
"https://github.com/nodejs/node.git",36431,tools/node_modules/eslint/node_modules/table/node_modules/ansi-regex/readme.md,
"https://github.com/nodejs/node.git",36439,tools/node_modules/eslint/node_modules/ajv/README.md,
"https://github.com/nodejs/node.git",36445,tools/node_modules/eslint/node_modules/inquirer/node_modules/ansi-regex/readme.md,
"https://github.com/nodejs/node.git",36443,tools/node_modules/eslint/node_modules/table/node_modules/string-width/readme.md,
"https://github.com/nodejs/node.git",36702,deps/openssl/config/README.md,
"https://github.com/nodejs/node.git",37626,tools/node_modules/babel-eslint/node_modules/has-flag/readme.md,
"https://github.com/nodejs/node.git",37545,tools/node_modules/babel-eslint/node_modules/@babel/traverse/README.md,
"https://github.com/nodejs/node.git",37617,tools/node_modules/babel-eslint/node_modules/@babel/generator/README.md,
"https://github.com/nodejs/node.git",37683,tools/node_modules/babel-eslint/node_modules/@babel/parser/README.md,
"https://github.com/nodejs/node.git",37622,tools/node_modules/babel-eslint/node_modules/@babel/helper-split-export-declaration/README.md,
"https://github.com/nodejs/node.git",37633,tools/node_modules/babel-eslint/node_modules/trim-right/readme.md,
"https://github.com/nodejs/node.git",37692,tools/node_modules/babel-eslint/node_modules/object-assign/readme.md,
"https://github.com/nodejs/node.git",37558,tools/node_modules/babel-eslint/node_modules/chalk/readme.md,
"https://github.com/nodejs/node.git",37740,tools/node_modules/babel-eslint/node_modules/debug/README.md,
"https://github.com/nodejs/node.git",37759,tools/node_modules/babel-eslint/node_modules/@babel/types/README.md,
"https://github.com/nodejs/node.git",37773,tools/node_modules/babel-eslint/node_modules/jsesc/README.md,
"https://github.com/nodejs/node.git",37755,tools/node_modules/babel-eslint/README.md,
"https://github.com/nodejs/node.git",37556,tools/node_modules/babel-eslint/node_modules/ms/readme.md,
"https://github.com/nodejs/node.git",37685,tools/node_modules/babel-eslint/node_modules/supports-color/readme.md,
"https://github.com/nodejs/node.git",37695,tools/node_modules/babel-eslint/node_modules/invariant/README.md,
"https://github.com/nodejs/node.git",37745,tools/node_modules/babel-eslint/node_modules/lodash/README.md,
"https://github.com/nodejs/node.git",37700,tools/node_modules/babel-eslint/node_modules/@babel/code-frame/README.md,
"https://github.com/nodejs/node.git",37673,tools/node_modules/babel-eslint/node_modules/ansi-styles/readme.md,
"https://github.com/nodejs/node.git",37650,tools/node_modules/babel-eslint/node_modules/source-map/README.md,
"https://github.com/nodejs/node.git",37629,tools/node_modules/babel-eslint/node_modules/@babel/helper-get-function-arity/README.md,
"https://github.com/nodejs/node.git",37639,tools/node_modules/babel-eslint/node_modules/@babel/template/README.md,
"https://github.com/nodejs/node.git",37583,tools/node_modules/babel-eslint/node_modules/babylon/README.md,
"https://github.com/nodejs/node.git",37576,tools/node_modules/babel-eslint/node_modules/js-tokens/README.md,
"https://github.com/nodejs/node.git",37689,tools/node_modules/babel-eslint/node_modules/loose-envify/README.md,
"https://github.com/nodejs/node.git",37691,tools/node_modules/babel-eslint/node_modules/@babel/helper-function-name/README.md,
"https://github.com/nodejs/node.git",37516,tools/node_modules/babel-eslint/node_modules/@babel/highlight/README.md,
"https://github.com/nodejs/node.git",37698,tools/node_modules/babel-eslint/node_modules/esrecurse/README.md,
"https://github.com/nodejs/node.git",37802,tools/node_modules/eslint/node_modules/eslint-plugin-markdown/README.md,
"https://github.com/nodejs/node.git",37940,tools/node_modules/eslint/node_modules/file-entry-cache/README.md,
"https://github.com/nodejs/node.git",37983,tools/node_modules/eslint/node_modules/write/README.md,
"https://github.com/nodejs/node.git",37935,tools/node_modules/eslint/node_modules/emoji-regex/README.md,
"https://github.com/nodejs/node.git",38000,tools/node_modules/eslint/node_modules/graceful-fs/README.md,
"https://github.com/nodejs/node.git",37925,tools/node_modules/eslint/node_modules/circular-json/README.md,
"https://github.com/nodejs/node.git",37979,tools/node_modules/eslint/node_modules/acorn/README.md,
"https://github.com/nodejs/node.git",38014,tools/node_modules/eslint/node_modules/flatted/README.md,
"https://github.com/nodejs/node.git",38124,deps/npm/node_modules/libnpmconfig/node_modules/p-limit/readme.md,
"https://github.com/nodejs/node.git",38118,deps/npm/node_modules/libnpmconfig/node_modules/p-try/readme.md,
"https://github.com/nodejs/node.git",38887,deps/npm/node_modules/flush-write-stream/node_modules/string_decoder/README.md,
"https://github.com/nodejs/node.git",38470,deps/npm/node_modules/concat-stream/node_modules/string_decoder/README.md,
"https://github.com/nodejs/node.git",38207,deps/npm/node_modules/libnpmconfig/README.md,
"https://github.com/nodejs/node.git",38961,deps/npm/node_modules/move-concurrently/node_modules/aproba/README.md,
"https://github.com/nodejs/node.git",38869,deps/npm/node_modules/is-ci/node_modules/ci-info/README.md,
"https://github.com/nodejs/node.git",38392,deps/npm/node_modules/npm-registry-fetch/node_modules/socks-proxy-agent/README.md,
"https://github.com/nodejs/node.git",38750,deps/npm/node_modules/through2/node_modules/string_decoder/README.md,
"https://github.com/nodejs/node.git",38590,deps/npm/node_modules/query-string/readme.md,
"https://github.com/nodejs/node.git",38633,deps/npm/node_modules/libnpmsearch/README.md,
"https://github.com/nodejs/node.git",38270,deps/npm/node_modules/copy-concurrently/node_modules/aproba/README.md,
"https://github.com/nodejs/node.git",38271,deps/npm/node_modules/cacache/node_modules/lru-cache/README.md,
"https://github.com/nodejs/node.git",38637,deps/npm/node_modules/npm-profile/README.md,
"https://github.com/nodejs/node.git",38389,deps/npm/node_modules/flush-write-stream/node_modules/readable-stream/README.md,
"https://github.com/nodejs/node.git",38639,deps/npm/node_modules/pacote/node_modules/minipass/README.md,
"https://github.com/nodejs/node.git",38962,deps/npm/node_modules/readable-stream/README.md,
"https://github.com/nodejs/node.git",38597,deps/npm/node_modules/are-we-there-yet/node_modules/readable-stream/README.md,
"https://github.com/nodejs/node.git",38169,deps/npm/node_modules/run-queue/node_modules/aproba/README.md,
"https://github.com/nodejs/node.git",38068,deps/npm/node_modules/npm-registry-client/node_modules/retry/README.md,
"https://github.com/nodejs/node.git",39030,deps/npm/node_modules/libnpmorg/README.md,
"https://github.com/nodejs/node.git",38840,deps/npm/node_modules/npm-registry-fetch/node_modules/smart-buffer/README.md,
"https://github.com/nodejs/node.git",38526,deps/npm/node_modules/fs-write-stream-atomic/node_modules/readable-stream/README.md,
"https://github.com/nodejs/node.git",38235,deps/npm/node_modules/npm-registry-fetch/node_modules/cacache/README.md,
"https://github.com/nodejs/node.git",38552,deps/npm/node_modules/get-stream/readme.md,
"https://github.com/nodejs/node.git",38544,deps/npm/node_modules/from2/node_modules/string_decoder/README.md,
"https://github.com/nodejs/node.git",38240,deps/npm/node_modules/npm-registry-client/node_modules/ssri/README.md,
"https://github.com/nodejs/node.git",38244,deps/npm/node_modules/are-we-there-yet/node_modules/string_decoder/README.md,
"https://github.com/nodejs/node.git",38853,deps/npm/node_modules/duplexify/node_modules/readable-stream/README.md,
"https://github.com/nodejs/node.git",38425,deps/npm/node_modules/gentle-fs/node_modules/aproba/README.md,
"https://github.com/nodejs/node.git",38972,deps/npm/node_modules/spdx-license-ids/README.md,
"https://github.com/nodejs/node.git",38148,deps/npm/node_modules/pacote/README.md,
"https://github.com/nodejs/node.git",39054,deps/npm/node_modules/libnpmconfig/node_modules/locate-path/readme.md,
"https://github.com/nodejs/node.git",38423,deps/npm/node_modules/pacote/node_modules/lru-cache/README.md,
"https://github.com/nodejs/node.git",38997,deps/npm/node_modules/npm-registry-fetch/node_modules/socks/README.md,
"https://github.com/nodejs/node.git",38940,deps/npm/node_modules/cacache/node_modules/chownr/README.md,
"https://github.com/nodejs/node.git",38779,deps/npm/node_modules/duplexify/node_modules/string_decoder/README.md,
"https://github.com/nodejs/node.git",38966,deps/npm/node_modules/libnpm/README.md,
"https://github.com/nodejs/node.git",38900,deps/npm/node_modules/libnpmhook/node_modules/npm-registry-fetch/README.md,
"https://github.com/nodejs/node.git",38582,deps/npm/node_modules/cacache/node_modules/unique-filename/README.md,
"https://github.com/nodejs/node.git",38954,deps/npm/node_modules/npm-pick-manifest/README.md,
"https://github.com/nodejs/node.git",38899,deps/npm/node_modules/colors/README.md,
"https://github.com/nodejs/node.git",38535,deps/npm/node_modules/libnpmhook/README.md,
"https://github.com/nodejs/node.git",38355,deps/npm/node_modules/parallel-transform/node_modules/readable-stream/README.md,
"https://github.com/nodejs/node.git",38692,deps/npm/node_modules/npm-registry-fetch/node_modules/ssri/README.md,
"https://github.com/nodejs/node.git",38555,deps/npm/node_modules/stream-iterate/node_modules/string_decoder/README.md,
"https://github.com/nodejs/node.git",39024,deps/npm/node_modules/libnpmpublish/README.md,
"https://github.com/nodejs/node.git",38623,deps/npm/node_modules/libnpmteam/node_modules/aproba/README.md,
"https://github.com/nodejs/node.git",38192,deps/npm/node_modules/concat-stream/node_modules/readable-stream/README.md,
"https://github.com/nodejs/node.git",38800,deps/npm/node_modules/gauge/node_modules/aproba/README.md,
"https://github.com/nodejs/node.git",38442,deps/npm/node_modules/sha/node_modules/string_decoder/README.md,
"https://github.com/nodejs/node.git",38638,deps/npm/node_modules/npm-registry-fetch/README.md,
"https://github.com/nodejs/node.git",38538,deps/npm/node_modules/parallel-transform/node_modules/string_decoder/README.md,
"https://github.com/nodejs/node.git",38890,deps/npm/node_modules/libnpmaccess/README.md,
"https://github.com/nodejs/node.git",38096,deps/npm/node_modules/fs-write-stream-atomic/node_modules/string_decoder/README.md,
"https://github.com/nodejs/node.git",38179,deps/npm/node_modules/npm-registry-fetch/node_modules/figgy-pudding/README.md,
"https://github.com/nodejs/node.git",38974,deps/npm/node_modules/byte-size/README.md,
"https://github.com/nodejs/node.git",38768,deps/npm/node_modules/libnpmteam/README.md,
"https://github.com/nodejs/node.git",38329,deps/npm/node_modules/libnpmconfig/node_modules/find-up/readme.md,
"https://github.com/nodejs/node.git",38327,deps/npm/node_modules/npm-registry-fetch/node_modules/make-fetch-happen/README.md,
"https://github.com/nodejs/node.git",38945,deps/npm/node_modules/from2/node_modules/readable-stream/README.md,
"https://github.com/nodejs/node.git",38348,deps/npm/node_modules/cacache/node_modules/yallist/README.md,
"https://github.com/nodejs/node.git",39093,deps/npm/node_modules/through2/node_modules/readable-stream/README.md,
"https://github.com/nodejs/node.git",38269,deps/npm/node_modules/got/node_modules/get-stream/readme.md,
"https://github.com/nodejs/node.git",38332,deps/npm/node_modules/npm-registry-fetch/node_modules/cacache/node_modules/mississippi/readme.md,
"https://github.com/nodejs/node.git",38452,deps/npm/node_modules/libnpmaccess/node_modules/aproba/README.md,
"https://github.com/nodejs/node.git",38099,deps/npm/node_modules/libnpmorg/node_modules/aproba/README.md,
"https://github.com/nodejs/node.git",38306,deps/npm/node_modules/pacote/node_modules/yallist/README.md,
"https://github.com/nodejs/node.git",38071,deps/npm/node_modules/libnpmconfig/node_modules/p-locate/readme.md,
"https://github.com/nodejs/node.git",38856,deps/npm/node_modules/ci-info/README.md,
"https://github.com/nodejs/node.git",38172,deps/npm/node_modules/npm-registry-fetch/node_modules/pump/README.md,
"https://github.com/nodejs/node.git",39035,deps/npm/node_modules/execa/node_modules/get-stream/readme.md,
"https://github.com/nodejs/node.git",38964,deps/npm/node_modules/stream-iterate/node_modules/readable-stream/README.md,
"https://github.com/nodejs/node.git",38941,deps/npm/node_modules/is-cidr/README.md,
"https://github.com/nodejs/node.git",38515,deps/npm/node_modules/write-file-atomic/README.md,
"https://github.com/nodejs/node.git",39154,deps/histogram/README.md,
"https://github.com/nodejs/node.git",39180,deps/acorn/README.md,
"https://github.com/nodejs/node.git",39172,deps/acorn/acorn/README.md,
"https://github.com/nodejs/node.git",39173,deps/acorn/acorn-walk/README.md,
"https://github.com/nodejs/node.git",39889,tools/node_modules/eslint/node_modules/rxjs/_esm5/README.md,
"https://github.com/nodejs/node.git",39397,tools/node_modules/eslint/node_modules/ansi-escapes/readme.md,
"https://github.com/nodejs/node.git",39267,tools/node_modules/eslint/node_modules/rxjs/_esm2015/README.md,
"https://github.com/nodejs/node.git",39520,tools/node_modules/eslint/node_modules/rxjs/src/README.md,
"https://github.com/nodejs/node.git",39869,tools/node_modules/eslint/node_modules/slice-ansi/readme.md,
"https://github.com/nodejs/node.git",39484,tools/node_modules/eslint/node_modules/rxjs/README.md,
"https://github.com/nodejs/node.git",39241,tools/node_modules/eslint/node_modules/inquirer/README.md,
"https://github.com/nodejs/node.git",40061,test/fixtures/wpt/README.md,
"https://github.com/nodejs/node.git",41440,deps/openssl/openssl/fuzz/README.md,
"https://github.com/nodejs/node.git",42506,tools/node_modules/eslint/node_modules/js-yaml/README.md,
"https://github.com/nodejs/node.git",42562,test/wpt/README.md,
"https://github.com/nodejs/node.git",42891,test/common/README.md,
"https://github.com/nodejs/node.git",42991,tools/node_modules/eslint/node_modules/callsites/readme.md,
"https://github.com/nodejs/node.git",42994,tools/node_modules/eslint/node_modules/import-fresh/readme.md,
"https://github.com/nodejs/node.git",42986,tools/node_modules/eslint/node_modules/caller-path/readme.md,
"https://github.com/nodejs/node.git",42990,tools/node_modules/eslint/node_modules/require-uncached/readme.md,
"https://github.com/nodejs/node.git",42988,tools/node_modules/eslint/node_modules/resolve-from/readme.md,
"https://github.com/nodejs/node.git",43180,deps/npm/node_modules/tar/node_modules/chownr/README.md,
"https://github.com/nodejs/node.git",43241,deps/npm/node_modules/tar/node_modules/minipass/README.md,
